PERMNO,date,SHRCD,EXCHCD,SICCD,NCUSIP,TICKER,COMNAM,PRIMEXCH,TRDSTAT,SECSTAT,PERMCO,HEXCD,HSICCD,DLRET,PRC,VOL,RET,SHROUT,CFACPR,CFACSHR,OPENPRC,vwretd,ewretd,sprtrn
14593,2017/01/18,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,119.99000,23712961,-0.000083,5257816,4,4,120.00000,0.001422,0.000255,0.001764
14593,2017/01/19,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,119.78000,25597306,-0.001750,5257816,4,4,119.40000,-0.003891,-0.005072,-0.003609
14593,2017/01/20,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,120.00000,32617453,0.001837,5246540,4,4,120.45000,0.003628,0.003886,0.003366
14593,2017/01/23,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,120.08000,22050218,0.000667,5246540,4,4,120.00000,-0.001925,-0.001928,-0.002690
14593,2017/01/24,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,119.97000,23211038,-0.000916,5246540,4,4,119.55000,0.008385,0.009530,0.006565
14593,2017/01/25,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,121.88000,32586863,0.015921,5246540,4,4,120.42000,0.008089,0.007647,0.008026
14593,2017/01/26,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,121.94000,26337576,0.000492,5246540,4,4,121.67000,-0.001152,-0.002519,-0.000735
14593,2017/01/27,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,121.95000,20566114,0.000082,5246540,4,4,122.14000,-0.001601,-0.001404,-0.000866
14593,2017/01/30,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,121.63000,30379153,-0.002624,5246540,4,4,120.93000,-0.007063,-0.009656,-0.006010
14593,2017/01/31,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,121.35000,49200993,-0.002302,5246540,4,4,121.15000,0.000838,0.003957,-0.000890
14593,2017/02/01,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,128.75000,111985591,0.060981,5246540,4,4,127.03000,0.000284,0.001042,0.000298
14593,2017/02/02,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,128.53000,33794432,-0.001709,5246540,4,4,127.97500,0.000599,0.000583,0.000570
14593,2017/02/03,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,129.08000,24707301,0.004279,5246540,4,4,128.31000,0.007808,0.008413,0.007265
14593,2017/02/06,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,130.28999,27095924,0.009374,5246540,4,4,129.13000,-0.002718,-0.003058,-0.002115
14593,2017/02/07,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,131.53000,38183916,0.009517,5246540,4,4,130.53999,-0.000544,-0.002202,0.000227
14593,2017/02/08,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,132.03999,23863263,0.003877,5246540,4,4,131.35001,0.001223,0.000003,0.000693
14593,2017/02/09,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,132.42000,28349959,0.007195,5246540,4,4,131.64999,0.006498,0.007785,0.005752
14593,2017/02/10,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,132.12000,20066343,-0.002266,5246540,4,4,132.46001,0.004107,0.006330,0.003566
14593,2017/02/13,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,133.28999,23035671,0.008856,5246540,4,4,133.08000,0.004658,0.002897,0.005246
14593,2017/02/14,11,3,3571,03783310,AAPL,APPLE INC,Q,A,R,7,3,3571,,135.02000,33311248,0.012979,5246540,4,4,133.47000,0.003887,0.002458,0.004007
